Staf_ID,Nama_Staf,Tgl_Bgb_Staf,No_Tlp_Staf,Email_Staf,Tgl_lhr_Staf,Gender_Staf,Tp_Lhr_Staf,Alamat_Staf
672,Martana Habibi,2025-07-05,+62-145-839-190,staf672_wide-environmental@perum.net.id,2000-06-14,Laki-Laki,Surakarta,"Gang Tubagus Ismail No. 134, Mojokerto, SB 63436"
673,Ilyas Wahyuni,2024-12-16,+62-00-992-2854,staf673_degree-seat-friend@perum.edu,2000-12-20,Wanita,Tegal,"Gang S. Parman No. 48, Tanjungbalai, KB 29397"
674,Zizi Najmudin,2025-06-09,+62 (036) 837-7,staf674_argue-alone@ud.web.id,1993-01-02,Laki-Laki,Surabaya,"Gang Ciwastra No. 000, Sorong, SB 48637"
675,"Clara Hidayanto, S.E.I",2024-06-21,+62 (699) 094 2,staf675_great-teacher@perum.or.id,1990-12-11,Wanita,Medan,"Jalan Dipatiukur No. 605, Tanjungpinang, BE 65793"
676,Cut Zahra Simbolon,2024-10-28,+62 (571) 209 6,staf676_small-through-but@perum.edu,1995-08-11,Laki-Laki,Tanjungbalai,"Jalan Abdul Muis No. 5, Palopo, Kalimantan Tengah 43229"
677,Ulya Thamrin,2025-05-27,+62-0921-681-04,staf677_send-word-dream@ud.my.id,1998-07-14,Wanita,Sawahlunto,"Gg. Cihampelas No. 319, Banjarbaru, NT 28541"
678,Martani Puspasari,2024-09-13,+62 (709) 983 0,staf678_pay-phone-fast-she@pd.ponpes.id,2000-08-04,Laki-Laki,Kota Administrasi Jakarta Pusat,"Jl. H.J Maemunah No. 058, Metro, JT 75372"
679,"Kawaya Marpaung, M.Ak",2025-01-20,+62 (066) 357-7,staf679_understand-spend@cv.net,1985-09-17,Laki-Laki,Sungai Penuh,"Gg. Wonoayu No. 96, Jayapura, Sulawesi Utara 39276"
680,"Dadi Mandasari, M.Ak",2024-07-28,+62-0887-882-20,staf680_particularly@pt.go.id,2003-04-27,Laki-Laki,Padang,"Jl. Dr. Djunjunan No. 32, Palu, BT 41299"
681,Zelda Iswahyudi,2024-07-03,+62-73-129-4846,staf681_population-main@pd.gov,2004-01-29,Wanita,Makassar,"Jl. Jayawijaya No. 71, Kota Administrasi Jakarta Utara, NT 86721"
682,"H. Cawisadi Wasita, S.Gz",2024-06-15,+62 (412) 039-5,staf682_pick-him-rest-wall@perum.go.id,2001-04-09,Wanita,Bitung,"Jl. Suryakencana No. 401, Banjarmasin, NB 99007"
683,Artawan Iswahyudi,2025-09-20,+62 (476) 641 3,staf683_good-argue-network@pt.int,1988-08-27,Wanita,Tanjungpinang,"Gang Tubagus Ismail No. 376, Ternate, JA 63752"
684,Surya Hasanah,2024-06-10,+62 (0434) 482 ,staf684_current-down-her@cv.desa.id,1996-12-25,Laki-Laki,Tomohon,"Gg. Ir. H. Djuanda No. 991, Tual, Sulawesi Selatan 09778"
685,Wani Uyainah,2024-05-22,+62-0854-801-88,staf685_she-task-receive@perum.id,1988-11-04,Wanita,Tarakan,"Gg. Pacuan Kuda No. 1, Banjarbaru, SU 92498"
686,Suci Susanti,2024-08-13,+62-59-110-6150,staf686_face-bar-whole@pd.web.id,2005-04-14,Wanita,Palangkaraya,"Jalan Suryakencana No. 9, Serang, JB 91235"
687,Raisa Yolanda,2024-12-26,(0753) 448-6122,staf687_score-forget-alone@pd.co.id,2003-06-18,Wanita,Kota Administrasi Jakarta Pusat,"Jalan Cihampelas No. 00, Tasikmalaya, PB 33650"
688,Kairav Suwarno,2024-08-23,+62-402-120-370,staf688_order-activity-miss@ud.mil,1994-08-05,Wanita,Ambon,"Jalan Ahmad Dahlan No. 8, Cimahi, JI 09776"
689,Malika Narpati,2025-08-11,+62-035-384-015,staf689_sort-wide-oil@cv.net,1991-07-17,Wanita,Bima,"Jl. Astana Anyar No. 8, Gorontalo, JK 05010"
690,"Ir. Virman Permata, S.Pd",2025-10-04,+62-054-545-323,staf690_i-company-eat-share@ud.desa.id,1993-06-22,Wanita,Sawahlunto,"Gg. Kendalsari No. 4, Pangkalpinang, Papua Barat 26975"
691,"Embuh Tampubolon, S.E.",2024-10-16,080 544 7912,staf691_positive-matter@cv.sch.id,1986-12-22,Laki-Laki,Sukabumi,"Gang Astana Anyar No. 16, Bandung, NT 86465"
692,Cinthia Pudjiastuti,2024-04-26,(0087) 223 6471,staf692_training-anyone@perum.ac.id,1990-12-16,Wanita,Kotamobagu,"Jl. Rungkut Industri No. 9, Metro, BE 39654"
693,Diana Usamah,2024-10-08,089 224 0366,staf693_center-scientist@ud.desa.id,2004-03-31,Wanita,Mojokerto,"Jl. Gedebage Selatan No. 17, Bekasi, KR 01554"
694,Adhiarja Oktaviani,2025-02-20,+62 (051) 921 8,staf694_wife-sound-military@cv.int,2002-11-29,Laki-Laki,Kota Administrasi Jakarta Timur,"Jl. Jend. Sudirman No. 25, Mataram, Lampung 92289"
695,Utama Setiawan,2024-08-08,(025) 635 7918,staf695_wear-fire-after@perum.go.id,2003-12-31,Wanita,Tegal,"Jl. Ahmad Yani No. 705, Tangerang, Nusa Tenggara Barat 85282"
696,"Dr. Nalar Budiman, S.IP",2025-10-28,+62 (034) 712-8,staf696_resource-history@cv.or.id,1991-07-16,Wanita,Banjar,"Jl. Tubagus Ismail No. 8, Bogor, JK 00486"
697,"Dt. Prasetya Safitri, S.IP",2024-05-17,(064) 707-3007,staf697_green-human-whole@cv.mil.id,1991-04-16,Laki-Laki,Denpasar,"Gg. KH Amin Jasuta No. 608, Pematangsiantar, KR 44171"
698,Galang Mahendra,2025-09-04,(0426) 368 2939,staf698_write-court-five@pd.edu,1986-05-31,Wanita,Surakarta,"Gang Rungkut Industri No. 387, Mojokerto, SS 05599"
699,drg. Belinda Puspita,2025-10-13,+62 (056) 300 5,staf699_style-subject@pd.or.id,1988-11-24,Laki-Laki,Payakumbuh,"Gg. H.J Maemunah No. 593, Manado, Nusa Tenggara Barat 42987"
700,KH. Taufik Lestari,2025-05-25,(081) 208 7193,staf700_movie-carry@ud.net.id,1985-03-30,Wanita,Prabumulih,"Jalan Gardujati No. 120, Gorontalo, LA 95419"
701,Mahesa Suwarno,2024-09-10,+62 (060) 186-2,staf701_me-close-buy-wind@ud.com,1995-02-14,Laki-Laki,Blitar,"Gg. Rajawali Timur No. 1, Padang Sidempuan, BB 87698"
702,Elisa Waskita,2024-12-11,+62 (005) 216 2,staf702_chair-respond-first@cv.biz.id,1997-03-03,Wanita,Pangkalpinang,"Gg. Ahmad Dahlan No. 03, Langsa, Jawa Barat 45184"
703,Balamantri Saefullah,2024-11-26,+62-058-271-231,staf703_break-give-memory@ud.go.id,1997-11-13,Wanita,Tangerang,"Jalan Cikapayang No. 7, Makassar, SG 60973"
704,"dr. Najam Maryati, M.Farm",2025-08-28,+62 (007) 161-1,staf704_attention-grow-a@cv.ponpes.id,2001-11-08,Laki-Laki,Kupang,"Gang Raya Setiabudhi No. 04, Kota Administrasi Jakarta Selatan, Jawa Tengah 15443"
705,Sidiq Megantara,2025-09-16,+62 (75) 768 71,staf705_mention-stand-real@cv.biz.id,1994-06-26,Laki-Laki,Binjai,"Gg. M.T Haryono No. 10, Tual, Nusa Tenggara Timur 28608"
706,Cindy Irawan,2025-09-17,+62 (240) 676 6,staf706_agreement-only-edge@pd.mil,1989-12-03,Wanita,Salatiga,"Jl. Peta No. 84, Bandung, Papua 65815"
707,"KH. Slamet Purwanti, M.M.",2024-02-29,+62 (748) 481-1,staf707_his-feeling-many@cv.go.id,1999-12-14,Wanita,Kupang,"Jalan Raya Ujungberung No. 5, Samarinda, Nusa Tenggara Barat 48856"
708,Humaira Hasanah,2024-01-27,(081) 638-2574,staf708_total-perform@ud.web.id,1991-06-29,Laki-Laki,Cimahi,"Jalan Bangka Raya No. 9, Batam, SN 23410"
709,Yulia Mansur,2025-04-18,+62 (258) 959-3,staf709_news-wide-later@pt.com,1994-09-03,Wanita,Kediri,"Jl. Dipatiukur No. 7, Serang, Lampung 42248"
710,"H. Prabawa Hutagalung, M.Ak",2025-07-27,(058) 615 9156,staf710_memory-result-hope@perum.mil,1997-12-08,Laki-Laki,Bima,"Jl. Soekarno Hatta No. 725, Sabang, SS 75363"
711,Tami Lailasari,2025-12-11,+62 (0661) 885-,staf711_machine-fight-bad@pd.net,1990-12-29,Laki-Laki,Padang Sidempuan,"Jalan H.J Maemunah No. 904, Mojokerto, Kepulauan Bangka Belitung 06813"
712,Victoria Mulyani,2025-09-09,081 223 8447,staf712_produce-public@cv.desa.id,1986-07-04,Wanita,Malang,"Gang Pacuan Kuda No. 62, Tanjungbalai, Jawa Barat 72111"
713,Siska Prasetyo,2025-04-06,+62-0941-569-89,staf713_guy-score-season@ud.com,2005-04-30,Wanita,Padangpanjang,"Jl. Lembong No. 9, Probolinggo, Sulawesi Tenggara 05771"
714,Dagel Hassanah,2025-02-24,+62-49-299-6619,staf714_consider-lot@perum.desa.id,1990-06-19,Wanita,Tual,"Gg. Rumah Sakit No. 418, Kota Administrasi Jakarta Pusat, SU 31676"
715,Mumpuni Nasyidah,2024-12-03,(0004) 157 4796,staf715_white-management@perum.gov,2001-07-17,Laki-Laki,Binjai,"Jalan Gedebage Selatan No. 925, Pangkalpinang, Kalimantan Timur 26305"
716,Julia Firgantoro,2024-04-27,+62 (38) 440 30,staf716_from-remember-item@perum.web.id,2005-05-24,Laki-Laki,Sawahlunto,"Gang Monginsidi No. 69, Banda Aceh, Jawa Timur 64458"
717,Jais Prakasa,2024-06-03,0866823557,staf717_notice-during@pd.co.id,2005-05-05,Wanita,Bandar Lampung,"Jalan Rungkut Industri No. 01, Jayapura, Bali 17790"
718,Prabawa Usada,2025-02-20,+62 (0783) 311 ,staf718_husband-note-seven@pt.sch.id,1988-12-17,Wanita,Denpasar,"Jl. Raya Setiabudhi No. 53, Bekasi, JA 17426"
719,"Tgk. Dinda Ardianto, S.Kom",2025-04-15,+62-008-186-544,staf719_evidence-history@pd.sch.id,2001-12-16,Wanita,Bitung,"Gang Raya Ujungberung No. 93, Banjarmasin, KR 33031"
720,"Garan Novitasari, S.Sos",2025-03-17,080 339 0838,staf720_billion-assume-live@cv.mil,1989-10-17,Laki-Laki,Banjar,"Jl. Kutisari Selatan No. 648, Semarang, SN 97926"
721,Mursita Widodo,2024-12-14,+62 (71) 953-55,staf721_get-painting-send@pt.mil,1987-09-09,Wanita,Dumai,"Gg. Kebonjati No. 35, Surakarta, Banten 39937"
722,"Sadina Hastuti, M.M.",2025-07-04,+62 (0945) 405-,staf722_at-how-six-near@cv.ac.id,1998-03-03,Laki-Laki,Ambon,"Gang Cikapayang No. 83, Kota Administrasi Jakarta Timur, BA 65129"
723,Bambang Mahendra,2025-05-04,+62-044-518-004,staf723_all-small-teacher@perum.mil.id,1997-01-25,Wanita,Tarakan,"Jalan Dipatiukur No. 230, Kota Administrasi Jakarta Pusat, Papua 59274"
724,Kala Kuswandari,2024-08-01,+62 (405) 613 3,staf724_hair-perhaps-series@pt.net.id,1990-01-15,Wanita,Bitung,"Jl. S. Parman No. 434, Dumai, KR 45481"
725,Dian Gunarto,2025-10-31,+62 (0152) 410-,staf725_weight-somebody@pd.edu,1999-07-27,Wanita,Kota Administrasi Jakarta Utara,"Gg. Ahmad Yani No. 515, Semarang, JI 88730"
726,Parman Uyainah,2024-01-08,+62 (089) 338 4,staf726_very-note-partner@pt.id,2002-06-03,Laki-Laki,Pagaralam,"Jl. Gedebage Selatan No. 07, Purwokerto, SS 68189"
727,Hj. Gina Marbun,2025-05-28,+62-29-125-8688,staf727_project-someone@perum.int,1990-01-23,Wanita,Probolinggo,"Jl. Dipatiukur No. 260, Bontang, Sumatera Utara 03255"
728,Hj. Nadine Agustina,2024-06-08,+62 (0964) 620 ,staf728_stand-face-ready@cv.or.id,1992-11-11,Wanita,Tebingtinggi,"Jalan M.T Haryono No. 646, Kota Administrasi Jakarta Timur, Kalimantan Utara 59949"
729,Titi Wasita,2025-01-01,+62 (737) 580 5,staf729_day-cultural@pt.co.id,2001-05-04,Laki-Laki,Pasuruan,"Gang Tubagus Ismail No. 845, Kota Administrasi Jakarta Pusat, Kepulauan Bangka Belitung 06236"
730,Puput Hutasoit,2025-03-24,+62 (04) 108-22,staf730_pressure-question@ud.ponpes.id,2000-01-22,Wanita,Blitar,"Gg. Cikutra Barat No. 474, Bontang, Jawa Tengah 72825"
731,Citra Saptono,2025-08-15,(0073) 588 7551,staf731_under-now-increase@pd.int,2002-02-10,Wanita,Mojokerto,"Gg. Suniaraja No. 304, Bau-Bau, Bengkulu 62404"
732,Jaeman Winarsih,2024-03-26,+62 (443) 925-9,staf732_air-tax-deal-nice@pt.int,1999-06-12,Wanita,Surabaya,"Jalan Rajawali Timur No. 14, Pasuruan, JT 77293"
733,Dr. Laras Prasetyo,2024-11-10,+62-047-405-404,staf733_summer-produce@perum.ponpes.id,1996-07-15,Wanita,Malang,"Gg. M.T Haryono No. 84, Padang Sidempuan, KU 20939"
734,Zalindra Samosir,2025-08-16,(054) 533-7053,staf734_price-whom-morning@pt.ponpes.id,2005-11-02,Laki-Laki,Kotamobagu,"Jl. Suryakencana No. 53, Salatiga, NT 30062"
735,Caturangga Situmorang,2024-07-16,+62-39-583-3835,staf735_trouble-official@pt.or.id,1998-05-04,Wanita,Palopo,"Jalan Rungkut Industri No. 2, Kupang, NB 51346"
736,Karimah Suryatmi,2025-01-16,+62 (008) 856 5,staf736_see-special-yard@perum.ponpes.id,2000-08-29,Wanita,Serang,"Jl. Moch. Toha No. 0, Banjarmasin, Papua 43919"
737,Laila Wulandari,2024-08-17,+62 (0016) 400 ,staf737_improve-unit-simply@ud.gov,2005-09-05,Wanita,Pekanbaru,"Jl. Veteran No. 84, Makassar, PA 37434"
738,Ir. Bakiadi Melani,2025-04-02,(0626) 602-3736,staf738_scientist-movie@pt.com,1992-12-16,Laki-Laki,Pekalongan,"Jalan Antapani Lama No. 07, Palangkaraya, Jawa Barat 61549"
739,Kasiran Hassanah,2025-03-06,+62 (0579) 014-,staf739_pull-partner-appear@pd.co.id,1985-05-31,Laki-Laki,Singkawang,"Jalan Pasir Koja No. 100, Tomohon, SS 18768"
740,Nyoman Zulkarnain,2025-04-09,+62 (72) 502-08,staf740_your-central-tell@pt.net.id,2004-12-26,Laki-Laki,Denpasar,"Jalan M.T Haryono No. 5, Kota Administrasi Jakarta Pusat, SU 02410"
741,"Malika Rahmawati, M.Kom.",2025-07-26,+62-096-986-890,staf741_decade-wide-bar@perum.net.id,1991-04-01,Laki-Laki,Tangerang Selatan,"Jalan Pasirkoja No. 5, Binjai, SB 59288"
742,Yuni Budiyanto,2025-10-28,+62 (0018) 510-,staf742_media-drug-learn@ud.mil,1994-11-22,Wanita,Meulaboh,"Jalan BKR No. 013, Surakarta, PA 48933"
743,Tasdik Mardhiyah,2024-09-06,+62 (058) 494-7,staf743_good-body-have-even@pt.web.id,2005-02-15,Laki-Laki,Mataram,"Gg. Setiabudhi No. 3, Bontang, SR 08494"
744,Dalima Pangestu,2024-12-13,+62 (0485) 693 ,staf744_politics-seem@pt.go.id,1987-04-08,Laki-Laki,Subulussalam,"Jalan Raya Ujungberung No. 95, Mataram, SU 07986"
745,Respati Jailani,2024-03-26,087 296 2071,staf745_low-return-carry@ud.mil,2003-01-11,Laki-Laki,Madiun,"Gg. Cikutra Barat No. 54, Batu, ST 34462"
746,Baktiono Damanik,2025-03-19,+62 (059) 803-9,staf746_activity-serve-fly@pd.com,2000-04-06,Wanita,Magelang,"Gang Pacuan Kuda No. 383, Prabumulih, JI 39127"
747,"KH. Gatra Mulyani, S.Farm",2025-01-04,+62 (045) 436-5,staf747_appear-book-to@ud.my.id,1999-01-29,Laki-Laki,Denpasar,"Gang BKR No. 771, Palangkaraya, Sulawesi Tengah 13782"
748,Sarah Prayoga,2025-04-05,0865925580,staf748_recent-mouth@cv.com,1998-07-20,Wanita,Kota Administrasi Jakarta Pusat,"Gg. Siliwangi No. 39, Kota Administrasi Jakarta Selatan, Lampung 47437"
749,Mahfud Firmansyah,2025-11-16,+62 (0885) 535-,staf749_site-mrs-government@ud.gov,1985-05-29,Wanita,Prabumulih,"Jalan Tebet Barat Dalam No. 9, Lubuklinggau, Sulawesi Tengah 44638"
750,dr. Aris Mandala,2025-01-26,083 077 5575,staf750_receive-enjoy-into@ud.ac.id,1998-07-01,Wanita,Metro,"Gang K.H. Wahid Hasyim No. 66, Meulaboh, NT 07950"
751,"Ir. Maras Dabukke, S.Psi",2025-01-24,084 084 7468,staf751_option-former-land@pt.co.id,1990-11-03,Wanita,Cimahi,"Jl. Ronggowarsito No. 455, Banjarmasin, JI 44115"
752,Nugraha Prasetyo,2025-07-16,+62-745-111-626,staf752_learn-rate-grow@perum.or.id,1989-09-21,Wanita,Jambi,"Jalan Rajawali Timur No. 4, Salatiga, Aceh 64717"
753,Daniswara Prayoga,2024-09-29,+62 (15) 477-74,staf753_society-director@pd.mil,1998-04-07,Laki-Laki,Tarakan,"Gang Pasirkoja No. 970, Jayapura, Papua 44659"
754,"Galih Farida, S.Sos",2025-05-09,+62 (386) 211-2,staf754_money-often-despite@pd.org,1992-03-30,Wanita,Ambon,"Jalan H.J Maemunah No. 34, Kendari, Lampung 92718"
755,Kasiran Waluyo,2024-03-17,+62 (0920) 206-,staf755_surface-probably@pt.my.id,1994-04-22,Laki-Laki,Banjar,"Jl. Suryakencana No. 1, Cirebon, KI 57667"
756,Kasim Usada,2024-09-10,+62 (0692) 333 ,staf756_try-college-cause@perum.net.id,1985-02-15,Wanita,Balikpapan,"Gg. Antapani Lama No. 2, Ambon, GO 74774"
757,Puspa Wulandari,2024-02-07,+62 (009) 270-3,staf757_leg-affect-run@ud.org,1989-03-06,Laki-Laki,Tangerang Selatan,"Gang BKR No. 6, Probolinggo, DI Yogyakarta 73799"
758,Sakura Halimah,2025-08-06,+62 (20) 394-84,staf758_month-picture-argue@pd.biz.id,2005-07-06,Wanita,Padang Sidempuan,"Gg. Pasirkoja No. 27, Singkawang, Banten 51431"
759,Respati Mahendra,2025-09-01,+62-0528-862-28,staf759_return-get-matter@pd.or.id,1986-04-28,Laki-Laki,Pekalongan,"Jalan Cihampelas No. 195, Kota Administrasi Jakarta Timur, Aceh 64538"
760,Ina Rahayu,2024-02-18,+62 (313) 932 8,staf760_know-success-could@perum.net.id,1990-08-05,Laki-Laki,Dumai,"Jl. Gardujati No. 30, Serang, KR 55423"
761,"Raisa Tamba, M.Farm",2025-11-21,+62-0165-261-13,staf761_raise-read-plant@cv.or.id,1988-01-11,Laki-Laki,Bengkulu,"Jl. Pasteur No. 65, Parepare, SU 73568"
762,Uchita Prasetya,2024-04-10,083 723 8292,staf762_prepare-girl-skill@pd.net.id,2000-06-28,Laki-Laki,Batam,"Jalan Waringin No. 711, Palangkaraya, Sulawesi Barat 39313"
763,Putri Wibisono,2024-12-12,(0657) 543 3899,staf763_what-it-strategy@pt.edu,2001-05-15,Wanita,Langsa,"Jl. Dr. Djunjunan No. 4, Blitar, Nusa Tenggara Timur 37441"
764,"dr. Cawisadi Rahimah, S.IP",2024-04-06,+62 (507) 856-4,staf764_example-pick-off@cv.ac.id,2003-10-10,Laki-Laki,Sorong,"Jalan Merdeka No. 060, Kota Administrasi Jakarta Selatan, Maluku Utara 10266"
765,Prasetya Marbun,2024-03-15,+62-59-826-7177,staf765_plant-return@perum.ac.id,2002-10-26,Wanita,Sawahlunto,"Gg. Raya Setiabudhi No. 75, Sawahlunto, GO 88143"
766,Gilang Riyanti,2024-05-14,+62 (409) 087-2,staf766_somebody-best@pt.web.id,1987-03-16,Laki-Laki,Metro,"Gg. Cikutra Barat No. 3, Surabaya, Maluku 71686"
767,Darsirah Usada,2024-04-20,+62 (68) 553 97,staf767_including-imagine@perum.or.id,2001-09-19,Wanita,Tanjungpinang,"Jalan Medokan Ayu No. 999, Kota Administrasi Jakarta Selatan, Kalimantan Selatan 53369"
768,Wawan Prasetyo,2025-08-21,+62 (02) 878 64,staf768_news-of-page@ud.org,2005-10-03,Wanita,Tual,"Gg. Tebet Barat Dalam No. 53, Pekalongan, Sumatera Utara 55540"
769,"Cut Gawati Gunawan, S.Kom",2025-04-05,(0737) 824-8286,staf769_safe-sister-wrong@cv.go.id,2001-02-02,Wanita,Yogyakarta,"Jl. Ronggowarsito No. 9, Manado, PB 02374"
770,drg. Sari Yuniar,2024-09-16,+62 (026) 072 4,staf770_price-too-letter@perum.id,1993-02-19,Laki-Laki,Makassar,"Gang Soekarno Hatta No. 80, Magelang, BA 68482"
771,"Zizi Nasyidah, M.Pd",2025-09-14,0891440343,staf771_half-month-stop@perum.net,1993-06-19,Laki-Laki,Kediri,"Gg. Waringin No. 37, Bogor, MU 20525"
772,Cemplunk Salahudin,2024-07-30,+62 (0632) 340-,staf772_information-young@ud.or.id,1990-06-16,Wanita,Pematangsiantar,"Gg. Abdul Muis No. 2, Kota Administrasi Jakarta Utara, DI Yogyakarta 13480"
773,Among Maryadi,2024-09-07,(057) 329 0108,staf773_music-prepare-with@pt.web.id,1995-04-22,Wanita,Tarakan,"Jalan Yos Sudarso No. 9, Madiun, Bengkulu 86734"
774,"Salman Haryanto, S.Ked",2024-11-09,(026) 969 2992,staf774_role-carry-paper@ud.edu,1999-10-16,Wanita,Mojokerto,"Jl. Sukabumi No. 074, Cilegon, SN 25090"
775,"dr. Novi Marbun, S.Gz",2024-01-06,087 720 6528,staf775_simply-mrs-debate@ud.org,2005-06-24,Laki-Laki,Batu,"Gg. Rajiman No. 8, Salatiga, MU 95331"
776,Farhunnisa Maheswara,2025-12-08,+62 (488) 409-9,staf776_radio-surface@ud.net.id,1990-09-10,Laki-Laki,Padang,"Jalan Pelajar Pejuang No. 221, Mojokerto, NB 29367"
777,Ir. Mahmud Mulyani,2025-10-24,+62 (53) 909-33,staf777_trade-level-each@pt.edu,1985-09-06,Wanita,Tual,"Jl. Dipenogoro No. 2, Palangkaraya, Sumatera Selatan 65229"
778,"Rika Saptono, S.Ked",2024-06-27,+62 (0725) 049-,staf778_likely-any-age@cv.ac.id,2005-01-18,Wanita,Kotamobagu,"Jl. Jend. Sudirman No. 9, Serang, GO 92289"
779,"dr. Cemani Laksita, S.E.",2024-09-12,+62 (33) 348 00,staf779_reason-sport-check@ud.mil,1998-04-26,Wanita,Semarang,"Jl. Suniaraja No. 2, Medan, Sumatera Utara 18342"
780,Sutan Yosef Wahyudin,2025-06-01,+62 (007) 885-4,staf780_take-more-fly@pd.my.id,2000-05-31,Laki-Laki,Ternate,"Jalan Raya Ujungberung No. 68, Bau-Bau, JT 53642"
781,Yunita Kuswandari,2025-01-19,+62-416-756-313,staf781_one-know-reduce@ud.org,1986-02-05,Wanita,Pekalongan,"Jl. Gardujati No. 4, Kediri, KU 23110"
782,Harsana Riyanti,2025-04-17,+62-883-415-327,staf782_them-ever-above@ud.ponpes.id,1989-05-06,Wanita,Bekasi,"Jl. Joyoboyo No. 8, Pariaman, Kalimantan Utara 57035"
783,"Ghani Situmorang, S.Sos",2024-08-13,(0457) 908 1033,staf783_paper-mrs-nothing@pt.desa.id,2000-06-16,Laki-Laki,Kediri,"Jalan Cikapayang No. 020, Pekalongan, KB 40953"
784,Yuliana Pertiwi,2025-09-09,(000) 212-7124,staf784_discussion@pd.go.id,2003-02-07,Laki-Laki,Tebingtinggi,"Gg. Ahmad Dahlan No. 8, Ternate, Aceh 45240"
785,Cici Widodo,2025-08-15,(032) 531-0328,staf785_throw-fall-his@perum.biz.id,1992-07-30,Wanita,Padang,"Gg. S. Parman No. 360, Solok, RI 38510"
786,Violet Siregar,2025-03-17,+62 (908) 941 2,staf786_particularly-bad@perum.biz.id,2002-05-17,Wanita,Bukittinggi,"Jl. K.H. Wahid Hasyim No. 1, Batu, BT 49257"
787,Wisnu Hakim,2025-05-01,+62 (874) 696 6,staf787_hope-international@cv.desa.id,1992-07-26,Laki-Laki,Pagaralam,"Jalan Ir. H. Djuanda No. 7, Metro, DKI Jakarta 90594"
788,Karen Winarsih,2024-08-22,+62 (260) 665 2,staf788_life-take-here@perum.go.id,1997-12-28,Laki-Laki,Cimahi,"Gg. Asia Afrika No. 5, Purwokerto, PB 97384"
789,Faizah Hutapea,2024-12-29,0889665484,staf789_charge-according@cv.or.id,2002-10-02,Wanita,Prabumulih,"Jalan Sentot Alibasa No. 1, Sungai Penuh, Sumatera Utara 79976"
790,"Tgk. Talia Sitompul, S.E.",2024-06-25,+62-152-276-928,staf790_something-chance@ud.go.id,1990-11-09,Wanita,Mojokerto,"Jl. Setiabudhi No. 8, Sungai Penuh, Kalimantan Barat 56505"
791,"Hj. Kamaria Waskita, M.Farm",2024-11-01,+62 (0608) 812-,staf791_democratic-recently@pt.web.id,2004-10-13,Laki-Laki,Magelang,"Gang Kiaracondong No. 5, Padang, KR 24223"
792,Halim Aryani,2024-08-03,+62-041-940-126,staf792_population-garden@pd.net.id,1985-08-06,Wanita,Pagaralam,"Jalan Kutisari Selatan No. 43, Kediri, Jawa Timur 39748"
793,"Gaduh Maulana, S.Kom",2025-03-30,(009) 400-5534,staf793_would-door-side@pt.co.id,1990-01-25,Laki-Laki,Bontang,"Gg. Cempaka No. 005, Bengkulu, LA 25414"
794,"Fitria Nasyidah, M.M.",2024-03-12,+62-83-755-3108,staf794_audience-admit@pd.mil,2002-12-02,Laki-Laki,Pontianak,"Jl. Rumah Sakit No. 42, Tanjungpinang, Bengkulu 27316"
795,Xanana Wasita,2024-11-18,(040) 716-0128,staf795_ahead-environment@pt.biz.id,2000-04-04,Laki-Laki,Ternate,"Gg. Astana Anyar No. 73, Batam, Sumatera Selatan 09540"
796,Dr. Uda Sudiati,2025-06-08,+62 (291) 365 5,staf796_more-table-face@cv.net.id,1990-04-11,Laki-Laki,Subulussalam,"Jalan Medokan Ayu No. 56, Banjar, Sumatera Utara 62457"
797,Bella Utami,2025-05-05,+62 (852) 015-5,staf797_learn-agreement@ud.web.id,1987-02-01,Laki-Laki,Bandung,"Jalan Astana Anyar No. 60, Salatiga, Gorontalo 08272"
798,Cakrawala Nugroho,2024-09-06,(084) 776 9403,staf798_table-score-pretty@cv.gov,1998-04-09,Laki-Laki,Kotamobagu,"Jalan Antapani Lama No. 4, Ambon, NB 79254"
799,Cakrajiya Nugroho,2024-03-05,+62 (71) 314-99,staf799_learn-foot-author@pd.id,1985-10-04,Wanita,Tegal,"Gg. PHH. Mustofa No. 68, Denpasar, Gorontalo 28032"
800,Hardi Suartini,2024-03-22,+62 (09) 952 07,staf800_son-member-town@pt.my.id,1998-11-02,Laki-Laki,Padang Sidempuan,"Jalan Joyoboyo No. 066, Padang, BE 16820"
801,Kasusra Gunarto,2024-09-12,(009) 140 7041,staf801_source-particular@pt.net,1994-11-26,Laki-Laki,Salatiga,"Jalan Ahmad Yani No. 29, Tanjungpinang, PA 98977"
802,"Michelle Fujiati, S.H.",2024-10-13,(0192) 350-8191,staf802_together-ever@pt.ac.id,1991-09-08,Wanita,Bitung,"Jalan Bangka Raya No. 68, Payakumbuh, JK 17018"
803,Cagak Prasasta,2024-07-25,(060) 828-9248,staf803_join-vote-high-such@cv.gov,1986-11-24,Laki-Laki,Padang,"Jalan Ronggowarsito No. 06, Sawahlunto, Gorontalo 25141"
804,"Tgk. Tania Wibisono, M.M.",2025-06-16,+62 (18) 648-09,staf804_prepare-gun-oil@perum.org,1993-01-18,Laki-Laki,Tual,"Jl. Rungkut Industri No. 33, Kendari, BB 47412"
805,Vicky Riyanti,2025-11-08,+62 (771) 899-7,staf805_really-for-benefit@cv.org,2001-11-05,Laki-Laki,Magelang,"Jl. W.R. Supratman No. 9, Banjarmasin, Kalimantan Tengah 36327"
