Pengacara_ID,Nama_Pengacara,Tgl_Bgb_Pca,Spesialisasi,No_Tlp_Pca,Alamat_Pengacara,Email_Pengacara,Tempat_Lahir_Pca,Tgl_Lhr_Pca,Gender_Pengacara
367,Carub Sirait,2024-09-30,Hukum Keluarga,+62 (0869) 237-,"Gg. Jayawijaya No. 5, Langsa, Bengkulu 98279",pengacara367_forward-use-time@pd.org,Tidore Kepulauan,1974-04-13,Wanita
368,"Dr. Marwata Kuswandari, S.T.",2025-08-20,Hukum Kepailitan,+62-0823-893-49,"Gg. Surapati No. 2, Ternate, JT 92637",pengacara368_structure-concern@cv.com,Solok,1976-08-08,Laki-Laki
369,Cut Eli Utama,2024-02-14,Hukum Pajak,+62 (537) 009 1,"Gang Suryakencana No. 46, Tegal, DI Yogyakarta 60547",pengacara369_soon-series-bring@ud.ac.id,Singkawang,1992-03-18,Wanita
370,"Utama Pratiwi, M.TI.",2024-01-02,Hukum Pidana,+62 (041) 494 6,"Jl. Sentot Alibasa No. 2, Tarakan, Riau 43138",pengacara370_college-catch@perum.int,Medan,1992-11-05,Wanita
371,Jumadi Tamba,2025-02-20,Hukum Pidana,(0387) 061 7976,"Gg. Medokan Ayu No. 20, Yogyakarta, Jawa Tengah 64082",pengacara371_not-develop-view@ud.sch.id,Kediri,1992-11-11,Laki-Laki
372,Radika Pradipta,2024-04-19,Hukum Kepailitan,0833961459,"Gang PHH. Mustofa No. 6, Makassar, Nusa Tenggara Barat 13782",pengacara372_level-tonight-hear@pt.org,Bitung,1970-05-18,Wanita
373,Hj. Hasna Suartini,2024-10-24,Hukum Properti,(0959) 914 0824,"Gg. Rajawali Barat No. 75, Padang Sidempuan, JA 15797",pengacara373_while-measure-pm@pd.ac.id,Dumai,1993-08-06,Wanita
374,Daryani Widiastuti,2025-07-29,Hukum Kepailitan,0823943109,"Jl. Asia Afrika No. 75, Sungai Penuh, SU 01954",pengacara374_discover-blood@cv.org,Banda Aceh,1995-03-09,Laki-Laki
375,"Tania Zulaika, M.Farm",2024-05-15,Hukum Properti,+62 (0004) 262 ,"Gang Otto Iskandardinata No. 87, Sabang, Sumatera Utara 24830",pengacara375_accept-who-these@perum.ponpes.id,Cimahi,1995-06-10,Wanita
376,Tania Suryono,2025-06-10,Hukum Perdata,(052) 881-5970,"Gg. Surapati No. 47, Padang, Jambi 93472",pengacara376_modern-us-air-ten@pd.net.id,Palopo,1988-10-26,Laki-Laki
377,Chelsea Lestari,2024-01-31,Hukum Tata Negara,(0419) 335 9235,"Gg. Ciumbuleuit No. 02, Palembang, Kalimantan Timur 61665",pengacara377_similar-nothing@ud.ac.id,Padangpanjang,1981-03-04,Laki-Laki
378,drg. Hamima Sitompul,2025-09-23,Hukum Bisnis,+62 (024) 676-3,"Gang Otto Iskandardinata No. 6, Bima, Bengkulu 85891",pengacara378_let-fish-audience@ud.mil.id,Jayapura,1985-03-30,Laki-Laki
379,"Nadia Megantara, M.TI.",2024-09-03,Hukum Tata Negara,(0082) 646 6772,"Gang Wonoayu No. 747, Batam, SN 64838",pengacara379_help-than-require@pd.gov,Tomohon,1975-03-31,Wanita
380,Edison Samosir,2025-12-25,Hukum Properti,+62 (359) 809-3,"Jl. Kutai No. 244, Surabaya, Papua 92164",pengacara380_clearly-much-for@pd.org,Pematangsiantar,1985-02-12,Wanita
381,"Tgk. Ajeng Mandasari, M.TI.",2024-11-06,Hukum Bisnis,+62-324-340-101,"Jalan Sukabumi No. 962, Banda Aceh, GO 22075",pengacara381_decide-describe@perum.my.id,Tomohon,1982-07-04,Laki-Laki
382,"Lantar Maulana, S.E.I",2025-03-07,Hukum Properti,+62 (10) 325 31,"Jalan Gedebage Selatan No. 880, Ternate, Sulawesi Barat 02864",pengacara382_want-fish-seek@cv.my.id,Tarakan,1973-03-22,Wanita
383,"Rahmi Megantara, S.H.",2025-04-21,Hukum Properti,+62 (398) 649 7,"Gang Erlangga No. 3, Depok, Kepulauan Riau 10302",pengacara383_say-despite@ud.ac.id,Cimahi,1973-09-07,Laki-Laki
384,Hardana Usamah,2024-03-07,Hukum Tata Negara,(067) 385-6091,"Jl. Ciwastra No. 6, Bontang, MU 16287",pengacara384_relate-sing-natural@cv.desa.id,Bandar Lampung,1975-06-03,Wanita
385,Dr. Rachel Firgantoro,2024-09-10,Hukum Bisnis,+62 (003) 115 3,"Jalan Pacuan Kuda No. 51, Tangerang, KU 23763",pengacara385_plant-television@cv.desa.id,Purwokerto,1971-09-24,Laki-Laki
386,"Puti Keisha Setiawan, M.Ak",2024-09-03,Hukum Properti,+62 (0435) 618 ,"Jl. Ciumbuleuit No. 2, Tebingtinggi, Nusa Tenggara Timur 58323",pengacara386_room-collection@ud.sch.id,Bandar Lampung,1989-06-13,Wanita
387,Damu Wijaya,2024-01-09,Hukum Pidana,+62-0167-780-76,"Jl. HOS. Cokroaminoto No. 490, Cimahi, Sulawesi Selatan 72825",pengacara387_care-happy-loss@ud.desa.id,Dumai,1971-06-22,Wanita
388,Maman Wahyuni,2024-02-06,Hukum Pidana,086 302 9969,"Gang Otto Iskandardinata No. 53, Tanjungbalai, KT 64641",pengacara388_bit-now-shoulder@ud.org,Purwokerto,1981-04-17,Laki-Laki
389,Nrima Gunawan,2025-01-18,Hukum Pidana,(031) 183 0503,"Gg. Rajawali Barat No. 093, Medan, Lampung 78993",pengacara389_deep-imagine@pt.mil,Sibolga,1986-06-14,Laki-Laki
390,Tania Novitasari,2024-10-15,Hukum Keluarga,+62 (29) 007 65,"Gang Kutisari Selatan No. 356, Pasuruan, Kalimantan Selatan 94438",pengacara390_site-or-boy@ud.mil.id,Gorontalo,1994-01-08,Wanita
391,Adinata Rajasa,2024-10-12,Hukum Tata Negara,+62 (788) 633-0,"Gang Kiaracondong No. 9, Pariaman, SR 01282",pengacara391_force-two-bank@perum.org,Meulaboh,1981-09-07,Wanita
392,Drs. Olga Lailasari,2024-06-03,Hukum Keluarga,(061) 372 1337,"Gang Jend. A. Yani No. 754, Kotamobagu, PA 21203",pengacara392_allow-building-save@pt.gov,Banjar,1977-04-04,Wanita
393,Dimas Hardiansyah,2024-08-03,Hukum Pajak,+62 (0641) 616-,"Gang Cempaka No. 825, Tidore Kepulauan, NB 14703",pengacara393_issue-culture-child@ud.mil,Yogyakarta,1972-12-13,Wanita
394,"Karimah Maryadi, S.Pt",2025-03-05,Hukum Pajak,+62 (47) 732-36,"Jl. Rajawali Timur No. 0, Kota Administrasi Jakarta Utara, Kepulauan Bangka Belitung 15769",pengacara394_similar-throughout@perum.net.id,Denpasar,1995-08-09,Laki-Laki
395,Ir. Jarwadi Nuraini,2025-05-01,Hukum Pidana,(0384) 166 5139,"Gg. Peta No. 13, Samarinda, BT 31545",pengacara395_run-front-standard@cv.int,Surakarta,1994-10-02,Laki-Laki
396,Heryanto Sudiati,2024-06-17,Hukum Keluarga,(045) 423 1275,"Jalan Dipatiukur No. 09, Tarakan, KR 72084",pengacara396_effort-generation@cv.go.id,Batam,1973-06-10,Laki-Laki
397,"R. Aris Usamah, S.I.Kom",2025-11-08,Hukum Tata Negara,+62-091-630-271,"Jalan Moch. Ramdan No. 78, Prabumulih, KR 26590",pengacara397_country-leg-partner@pd.co.id,Tarakan,1993-04-22,Wanita
398,Lanjar Melani,2025-01-12,Hukum Properti,0809969580,"Jl. Asia Afrika No. 011, Kota Administrasi Jakarta Barat, Jawa Tengah 15169",pengacara398_member-second@pt.my.id,Banjarbaru,1987-07-01,Laki-Laki
399,Karimah Maryati,2024-04-14,Hukum Perdata,+62-156-699-308,"Gg. Ir. H. Djuanda No. 2, Banda Aceh, PA 97060",pengacara399_truth-tv-store@pt.edu,Mojokerto,1993-12-25,Wanita
400,T. Teddy Simanjuntak,2025-07-25,Hukum Kepailitan,(072) 899-9174,"Gang Pasir Koja No. 9, Bitung, Jawa Timur 20363",pengacara400_relationship@pt.mil,Meulaboh,1994-12-19,Laki-Laki
401,"Tgk. Hilda Sihombing, S.E.",2024-11-18,Hukum Bisnis,+62 (17) 088 60,"Gang Waringin No. 32, Sawahlunto, KT 65313",pengacara401_argue-own-example@pt.org,Madiun,1982-03-18,Laki-Laki
402,Eva Santoso,2025-11-15,Hukum Pajak,+62 (837) 480-2,"Jl. Pelajar Pejuang No. 35, Subulussalam, Kalimantan Selatan 30220",pengacara402_whole-miss-fall@ud.edu,Pasuruan,1973-01-29,Wanita
403,Nalar Sitorus,2025-08-23,Hukum Kepailitan,(045) 174 6824,"Jl. Bangka Raya No. 53, Kota Administrasi Jakarta Barat, SG 39054",pengacara403_street-radio-draw@ud.go.id,Magelang,1979-02-23,Wanita
404,Saiful Latupono,2025-12-30,Hukum Pidana,0838068009,"Gang Antapani Lama No. 4, Tasikmalaya, Kalimantan Tengah 77516",pengacara404_difficult-wait@pt.biz.id,Kota Administrasi Jakarta Timur,1986-07-12,Laki-Laki
405,"dr. Ayu Rajasa, S.Sos",2024-02-20,Hukum Bisnis,(0574) 556 5332,"Jalan Indragiri No. 912, Kendari, GO 11926",pengacara405_smile-itself-total@cv.my.id,Pematangsiantar,1992-12-25,Wanita
406,"R. Panca Permadi, S.T.",2025-07-24,Hukum Tata Negara,+62-48-778-0413,"Gang Ahmad Dahlan No. 5, Gorontalo, Bali 90262",pengacara406_soon-page-mission@cv.biz.id,Kota Administrasi Jakarta Barat,1979-08-22,Wanita
407,Prayogo Wibowo,2025-11-26,Hukum Pajak,+62 (007) 247 1,"Gang Jakarta No. 438, Palopo, Kalimantan Utara 83922",pengacara407_then-every-increase@pt.go.id,Cilegon,1993-10-17,Wanita
408,Puti Eva Hakim,2025-03-30,Hukum Pidana,+62 (057) 004 0,"Jalan Pasir Koja No. 25, Tanjungbalai, PB 33445",pengacara408_represent-stock@pt.com,Samarinda,1975-05-12,Laki-Laki
409,Novi Siregar,2024-09-07,Hukum Properti,+62 (76) 094-92,"Gg. Waringin No. 9, Langsa, YO 44464",pengacara409_whole-animal-leg@pd.com,Cirebon,1981-08-21,Wanita
410,"dr. Makara Winarsih, M.Farm",2024-06-27,Hukum Tata Negara,+62 (234) 645 1,"Gang Moch. Ramdan No. 895, Salatiga, DI Yogyakarta 35086",pengacara410_natural-people@pd.ac.id,Pekalongan,1989-03-13,Laki-Laki
411,"Ajiman Aryani, S.H.",2024-03-05,Hukum Pajak,+62-20-067-9856,"Gang Setiabudhi No. 5, Cimahi, AC 01617",pengacara411_defense-treatment@cv.com,Purwokerto,1971-03-08,Wanita
412,"Ir. Jane Wahyudin, S.I.Kom",2025-05-20,Hukum Pajak,(0239) 650 6877,"Gg. Indragiri No. 302, Tegal, SB 83000",pengacara412_because-myself@cv.edu,Balikpapan,1990-01-19,Laki-Laki
413,Jais Permata,2025-05-01,Hukum Pajak,+62 (659) 657-7,"Jl. Medokan Ayu No. 9, Sukabumi, MA 81674",pengacara413_start-stand-believe@cv.gov,Ambon,1985-05-13,Wanita
414,Kenes Uwais,2024-01-27,Hukum Perdata,+62-59-681-0337,"Gang Rajawali Timur No. 557, Serang, PA 13492",pengacara414_goal-eight-appear@pd.gov,Pekanbaru,1980-01-11,Laki-Laki
415,Lamar Natsir,2025-07-18,Hukum Keluarga,(0287) 422 5880,"Gg. Tebet Barat Dalam No. 160, Probolinggo, JI 87909",pengacara415_including-friend@pd.or.id,Pekalongan,1994-04-03,Laki-Laki
416,Danuja Hidayanto,2025-02-20,Hukum Pajak,+62 (91) 362 13,"Gang R.E Martadinata No. 06, Kota Administrasi Jakarta Timur, KR 22565",pengacara416_type-end-claim@perum.my.id,Yogyakarta,1976-04-18,Laki-Laki
417,Purwanto Prayoga,2025-01-05,Hukum Pajak,+62-920-117-465,"Jl. Yos Sudarso No. 45, Padang Sidempuan, KT 67134",pengacara417_state-physical@pd.int,Subulussalam,1986-06-26,Wanita
418,"Drs. Farah Sihombing, M.Farm",2024-09-23,Hukum Pajak,+62-068-891-557,"Gg. Sukajadi No. 6, Lubuklinggau, Jawa Tengah 16076",pengacara418_degree-offer-that@pt.com,Pekanbaru,1992-11-06,Wanita
419,R.A. Sari Puspita,2024-04-24,Hukum Keluarga,(0264) 071-6338,"Gang Ir. H. Djuanda No. 51, Cimahi, Kalimantan Selatan 16585",pengacara419_between-major-high@pt.gov,Probolinggo,1986-12-23,Laki-Laki
420,Yulia Dongoran,2025-08-17,Hukum Pajak,(004) 455-7044,"Jl. Kendalsari No. 46, Prabumulih, Jawa Timur 97835",pengacara420_science-have-true@pt.or.id,Ternate,1994-11-20,Wanita
421,"Zalindra Permata, S.Ked",2024-06-16,Hukum Kepailitan,+62-036-000-765,"Gang Kendalsari No. 99, Tangerang Selatan, Sulawesi Tengah 87655",pengacara421_trouble-much-blood@ud.co.id,Samarinda,1980-05-30,Laki-Laki
422,Anom Pangestu,2025-05-06,Hukum Keluarga,+62 (839) 234-0,"Jl. Rajiman No. 148, Sibolga, JK 91674",pengacara422_budget-receive@ud.sch.id,Tanjungbalai,1990-12-24,Wanita
423,"Uchita Halim, S.Pd",2025-07-18,Hukum Tata Negara,(097) 499 7058,"Gang Bangka Raya No. 1, Lubuklinggau, Sulawesi Utara 80812",pengacara423_area-account-relate@pd.my.id,Banjar,1979-04-21,Laki-Laki
424,Gaiman Lestari,2024-01-07,Hukum Pidana,+62-66-396-0192,"Jl. Pacuan Kuda No. 373, Tual, KU 84144",pengacara424_individual-hair@ud.desa.id,Depok,1980-10-21,Wanita
425,Anastasia Puspita,2025-08-30,Hukum Pidana,+62-096-384-773,"Gang R.E Martadinata No. 638, Makassar, Jambi 75566",pengacara425_fight-while@pd.my.id,Tarakan,1970-10-26,Laki-Laki
426,Emil Puspasari,2024-07-20,Hukum Perdata,(047) 127 8340,"Jalan Kebonjati No. 561, Tasikmalaya, Kalimantan Selatan 69029",pengacara426_drop-company@ud.web.id,Balikpapan,1983-06-18,Wanita
427,"Dr. Kayun Wibowo, M.Farm",2024-12-17,Hukum Properti,+62 (849) 427-8,"Gang Gegerkalong Hilir No. 8, Sabang, Banten 33307",pengacara427_arrive-they-amount@pd.mil,Bima,1972-12-15,Laki-Laki
428,Zelda Utami,2024-06-27,Hukum Pajak,+62 (0515) 009 ,"Jalan Dipatiukur No. 98, Bima, Kepulauan Riau 29580",pengacara428_before-television@perum.mil.id,Salatiga,1979-10-30,Laki-Laki
429,"Siti Nurdiyanti, S.Ked",2025-09-30,Hukum Tata Negara,+62-88-020-9630,"Gang Gardujati No. 3, Sawahlunto, KI 25421",pengacara429_together-democrat@ud.biz.id,Depok,1987-06-07,Wanita
430,Mahfud Suryono,2025-11-16,Hukum Keluarga,+62 (554) 705-8,"Gg. Gedebage Selatan No. 62, Sorong, GO 71447",pengacara430_vote-attention-fly@cv.web.id,Payakumbuh,1985-11-12,Laki-Laki
431,Lasmanto Sihombing,2025-08-15,Hukum Tata Negara,+62-093-590-620,"Gg. Waringin No. 1, Denpasar, JA 78106",pengacara431_upon-can-that@perum.id,Dumai,1972-04-16,Laki-Laki
432,"H. Okta Ardianto, S.E.I",2024-06-30,Hukum Perdata,084 873 9366,"Jl. Pasirkoja No. 5, Magelang, KS 80695",pengacara432_huge-risk-two@ud.biz.id,Solok,1986-08-24,Wanita
433,Ir. Satya Wibisono,2024-07-21,Hukum Kepailitan,+62 (32) 916 82,"Jalan Otto Iskandardinata No. 209, Pematangsiantar, Sulawesi Barat 76331",pengacara433_option-movie-high@perum.gov,Kota Administrasi Jakarta Selatan,1986-04-09,Wanita
434,Cemani Hardiansyah,2024-03-11,Hukum Pajak,+62 (19) 338 72,"Gg. Peta No. 4, Blitar, Sulawesi Selatan 25593",pengacara434_most-particularly@perum.id,Metro,1971-08-31,Wanita
435,"Pia Aryani, S.H.",2024-03-04,Hukum Properti,+62 (0685) 075-,"Gang Cihampelas No. 769, Surakarta, SB 58353",pengacara435_itself-tell-brother@ud.biz.id,Cilegon,1982-06-11,Laki-Laki
436,Novi Palastri,2025-02-04,Hukum Kepailitan,+62 (74) 264 24,"Gang Raya Setiabudhi No. 870, Bekasi, PB 23869",pengacara436_guess-who-artist@cv.edu,Manado,1994-08-15,Laki-Laki
437,Intan Wulandari,2024-12-30,Hukum Bisnis,+62 (779) 424-2,"Jl. Rungkut Industri No. 91, Dumai, SG 21790",pengacara437_still-sound-son@perum.co.id,Palu,1982-06-28,Laki-Laki
438,Prabawa Lazuardi,2025-05-12,Hukum Kepailitan,+62-008-493-890,"Gang M.T Haryono No. 47, Pariaman, Sulawesi Tenggara 05991",pengacara438_we-plan-listen@pt.my.id,Bitung,1976-12-08,Laki-Laki
439,"Ade Dongoran, S.H.",2025-11-12,Hukum Pajak,+62 (080) 845-5,"Gang Pelajar Pejuang No. 03, Jambi, SR 83633",pengacara439_drop-hard-walk@cv.edu,Mataram,1989-10-19,Wanita
440,Cakrabirawa Santoso,2024-10-27,Hukum Pidana,+62 (588) 977 5,"Gg. Bangka Raya No. 2, Surabaya, GO 73145",pengacara440_draw-drop-player@pd.web.id,Bontang,1984-12-20,Laki-Laki
441,Dr. Hardi Hartati,2025-10-25,Hukum Keluarga,(010) 744-4333,"Jalan Jend. A. Yani No. 2, Kupang, SU 99498",pengacara441_computer-bit-doctor@ud.my.id,Ternate,1971-12-03,Wanita
442,"Bahuwirya Oktaviani, S.H.",2024-08-18,Hukum Perdata,+62 (0220) 917 ,"Jl. S. Parman No. 71, Solok, RI 19333",pengacara442_responsibility-rock@pt.biz.id,Tasikmalaya,1974-12-03,Laki-Laki
443,Humaira Damanik,2024-04-23,Hukum Bisnis,+62 (0620) 838 ,"Gg. Jend. Sudirman No. 055, Balikpapan, Gorontalo 22352",pengacara443_under-ground-data@pt.org,Tomohon,1994-03-12,Laki-Laki
444,"Najwa Winarno, S.I.Kom",2024-08-07,Hukum Pidana,+62 (065) 520 7,"Gg. S. Parman No. 63, Pekalongan, SN 99240",pengacara444_carry-happy-hard@pd.co.id,Probolinggo,1981-11-12,Wanita
445,Azalea Aryani,2024-01-04,Hukum Pidana,082 714 0740,"Jalan Erlangga No. 7, Mojokerto, GO 44229",pengacara445_environment-perhaps@ud.co.id,Pariaman,1980-06-17,Laki-Laki
446,Ilsa Namaga,2025-04-18,Hukum Pajak,(0892) 470-9803,"Jl. Gegerkalong Hilir No. 27, Tasikmalaya, BB 77804",pengacara446_these-better-side@pd.biz.id,Ternate,1978-10-13,Laki-Laki
447,"Ir. Ira Thamrin, S.Sos",2025-11-26,Hukum Pidana,+62 (0636) 455-,"Gg. Dr. Djunjunan No. 4, Mojokerto, Jawa Tengah 04159",pengacara447_hour-social-quality@pd.my.id,Batam,1971-09-14,Laki-Laki
448,Cut Lalita Suryono,2024-11-08,Hukum Properti,+62 (011) 964 6,"Jalan Veteran No. 60, Banda Aceh, Bali 02217",pengacara448_fear-leave-science@pt.go.id,Tasikmalaya,1980-03-23,Laki-Laki
449,"Warta Halimah, M.Ak",2024-01-20,Hukum Properti,+62 (83) 649 87,"Jalan Antapani Lama No. 83, Sabang, RI 61073",pengacara449_choose-science@perum.gov,Tebingtinggi,1988-03-25,Laki-Laki
450,Ajeng Rajasa,2024-12-28,Hukum Kepailitan,(0588) 412-6277,"Gg. R.E Martadinata No. 3, Singkawang, MA 26866",pengacara450_increase-short-when@pt.web.id,Kota Administrasi Jakarta Barat,1977-02-05,Wanita
451,Vero Mayasari,2025-04-22,Hukum Keluarga,(0762) 866 0455,"Gang Waringin No. 3, Singkawang, LA 90094",pengacara451_office-view-see@perum.my.id,Dumai,1985-02-26,Wanita
452,Ganda Pratiwi,2024-11-30,Hukum Pajak,(0127) 193-6926,"Jalan Rajawali Timur No. 8, Bau-Bau, YO 65786",pengacara452_experience@cv.desa.id,Magelang,1995-03-14,Laki-Laki
453,Sutan Karna Hidayat,2025-09-14,Hukum Properti,+62 (550) 196 7,"Jalan Gedebage Selatan No. 8, Purwokerto, Papua Barat 45248",pengacara453_book-reach-offer@pd.org,Sawahlunto,1978-03-14,Wanita
454,"R.M. Nugraha Hardiansyah, S.T.",2024-02-19,Hukum Keluarga,+62-055-170-846,"Gg. BKR No. 3, Bekasi, JI 28749",pengacara454_mind-while-west@pt.com,Kota Administrasi Jakarta Utara,1973-12-28,Wanita
455,"Yunita Andriani, S.Farm",2024-04-17,Hukum Tata Negara,(0596) 873-4857,"Gang Suryakencana No. 3, Serang, Jawa Barat 22066",pengacara455_style-company-lay@pd.or.id,Tarakan,1974-05-25,Wanita
456,Vivi Manullang,2025-02-10,Hukum Keluarga,(0938) 150 4101,"Jalan Tebet Barat Dalam No. 60, Sabang, PB 18646",pengacara456_late-between-fill@perum.go.id,Tebingtinggi,1982-03-22,Wanita
457,Mulyono Wijaya,2024-08-23,Hukum Pajak,+62 (015) 884 0,"Jalan Jakarta No. 648, Pagaralam, KU 20734",pengacara457_top-gas-husband@perum.web.id,Subulussalam,1993-11-06,Wanita
458,"drg. Ade Nurdiyanti, M.TI.",2024-05-20,Hukum Pidana,089 871 7142,"Jl. Waringin No. 4, Bau-Bau, Kepulauan Riau 19258",pengacara458_style@perum.com,Tomohon,1978-03-07,Laki-Laki
459,Artanto Zulkarnain,2024-05-26,Hukum Properti,+62-01-081-7934,"Jl. Rajawali Barat No. 951, Makassar, Lampung 56804",pengacara459_entire-glass@pd.or.id,Banjarbaru,1981-01-28,Laki-Laki
460,Rahayu Gunarto,2025-08-09,Hukum Perdata,+62 (76) 848 59,"Jalan Sentot Alibasa No. 84, Singkawang, Sulawesi Barat 36352",pengacara460_add-agree-politics@pd.my.id,Mataram,1974-05-18,Laki-Laki
461,Wasis Pertiwi,2025-07-14,Hukum Properti,+62 (0485) 639-,"Jalan Sadang Serang No. 9, Bau-Bau, JA 82943",pengacara461_learn-term-thank@cv.co.id,Bengkulu,1994-02-18,Wanita
462,Ana Mardhiyah,2025-09-30,Hukum Keluarga,(085) 755 8362,"Jl. Pasir Koja No. 803, Solok, Sumatera Selatan 69414",pengacara462_picture-performance@perum.sch.id,Denpasar,1990-04-16,Laki-Laki
463,Nalar Pudjiastuti,2024-02-23,Hukum Pajak,+62-088-859-000,"Gg. Pasir Koja No. 5, Mojokerto, Jawa Timur 92881",pengacara463_act-knowledge-adult@pd.mil.id,Pagaralam,1982-04-28,Laki-Laki
464,Luluh Nashiruddin,2024-01-15,Hukum Properti,+62 (67) 238-74,"Jl. Ciwastra No. 545, Batu, Nusa Tenggara Barat 08126",pengacara464_newspaper-growth@cv.or.id,Banda Aceh,1980-08-12,Wanita
465,Calista Mandasari,2025-09-16,Hukum Keluarga,(003) 971 3347,"Jalan Kutai No. 8, Cilegon, Kepulauan Bangka Belitung 75280",pengacara465_list-every-assume@ud.gov,Palangkaraya,1975-01-04,Wanita
466,Rama Sitorus,2024-03-10,Hukum Bisnis,+62 (085) 710 8,"Jalan Jend. Sudirman No. 532, Metro, ST 42640",pengacara466_forward-raise-wall@perum.id,Denpasar,1979-07-02,Laki-Laki
467,Zalindra Rajata,2025-07-16,Hukum Keluarga,(0786) 601 5107,"Gg. H.J Maemunah No. 619, Samarinda, PB 65194",pengacara467_shoulder-toward@pd.gov,Bontang,1980-02-12,Wanita
468,"Ir. Ophelia Riyanti, S.I.Kom",2024-12-01,Hukum Pajak,+62-49-252-8717,"Gg. Rajawali Timur No. 931, Batam, DI Yogyakarta 10747",pengacara468_own-general-on@perum.co.id,Pekalongan,1993-09-29,Laki-Laki
469,dr. Muhammad Saptono,2024-02-08,Hukum Kepailitan,+62 (60) 912 46,"Gang H.J Maemunah No. 5, Tanjungpinang, Papua Barat 70094",pengacara469_beautiful-low-try@ud.edu,Cilegon,1988-04-14,Wanita
470,R.A. Julia Adriansyah,2024-03-02,Hukum Kepailitan,+62-0561-756-84,"Jalan Yos Sudarso No. 036, Sorong, KU 88093",pengacara470_might-suffer-your@ud.gov,Kota Administrasi Jakarta Timur,1973-09-25,Laki-Laki
471,dr. Dirja Mahendra,2025-02-03,Hukum Perdata,+62-098-344-598,"Jalan Stasiun Wonokromo No. 85, Kota Administrasi Jakarta Selatan, SR 42503",pengacara471_cold-course@ud.net,Tangerang,1979-04-30,Laki-Laki
472,Bella Lazuardi,2024-10-30,Hukum Pajak,+62 (854) 006-0,"Gang Jayawijaya No. 7, Banjarbaru, Kalimantan Timur 94491",pengacara472_drop-along-provide@pd.ponpes.id,Makassar,1986-04-12,Wanita
473,Rahmi Hutasoit,2025-08-11,Hukum Kepailitan,+62 (0974) 440 ,"Gang Erlangga No. 852, Tebingtinggi, SU 64785",pengacara473_like-special-truth@ud.net,Tegal,1973-04-29,Wanita
474,Bahuwirya Natsir,2025-12-01,Hukum Keluarga,+62-003-855-422,"Gang R.E Martadinata No. 5, Balikpapan, JK 31500",pengacara474_impact-prove-two@ud.net,Tegal,1982-02-07,Laki-Laki
475,Irma Handayani,2024-01-19,Hukum Bisnis,(025) 634 0536,"Jalan Moch. Toha No. 97, Palu, RI 22618",pengacara475_them-speech-defense@pt.net,Padang Sidempuan,1989-06-05,Wanita
476,Bahuraksa Hidayanto,2025-01-22,Hukum Keluarga,(010) 562 8193,"Jalan Ciumbuleuit No. 99, Tangerang Selatan, BB 65863",pengacara476_account-among@pd.int,Balikpapan,1983-02-16,Laki-Laki
477,Zulaikha Najmudin,2024-06-07,Hukum Pidana,(021) 192-0321,"Jl. Laswi No. 1, Tual, JK 96186",pengacara477_blood-born-pattern@cv.int,Solok,1990-07-04,Wanita
478,Carla Permadi,2025-08-17,Hukum Kepailitan,+62 (0517) 543-,"Jl. H.J Maemunah No. 698, Subulussalam, GO 75839",pengacara478_mission-both-worry@ud.or.id,Batam,1986-04-22,Laki-Laki
479,"Belinda Prakasa, S.Pd",2024-01-16,Hukum Perdata,(0313) 184-9646,"Jalan Suryakencana No. 307, Sibolga, NB 29674",pengacara479_order-prepare-ball@perum.gov,Batu,1973-05-16,Laki-Laki
480,Rahmi Sinaga,2025-06-02,Hukum Perdata,+62 (046) 522-5,"Jl. Pasir Koja No. 135, Bitung, DKI Jakarta 32876",pengacara480_ground-ten-bank@pt.org,Sungai Penuh,1983-09-25,Wanita
481,"Puti Unjani Usada, M.M.",2024-03-04,Hukum Pajak,+62-529-994-832,"Jalan Wonoayu No. 231, Madiun, Sumatera Selatan 13874",pengacara481_after-student@perum.mil,Malang,1979-05-20,Laki-Laki
482,KH. Kenzie Widodo,2025-02-25,Hukum Tata Negara,(0572) 682 1797,"Gang Medokan Ayu No. 02, Mojokerto, ST 17337",pengacara482_away-thank-kind@perum.org,Sibolga,1994-01-04,Wanita
483,"Tgk. Kani Maryadi, S.Kom",2025-05-23,Hukum Keluarga,+62 (0100) 431 ,"Gang Pasir Koja No. 243, Surabaya, SU 65949",pengacara483_relate-black-half@pt.id,Bogor,1985-05-05,Laki-Laki
484,Mahmud Nurdiyanti,2024-09-01,Hukum Pidana,+62 (110) 981-2,"Jl. Kebonjati No. 1, Denpasar, PB 74716",pengacara484_instead-his-close@cv.sch.id,Kediri,1984-02-23,Wanita
485,Opung Lazuardi,2025-07-16,Hukum Keluarga,+62-069-013-177,"Jalan Ciumbuleuit No. 0, Serang, NB 78779",pengacara485_a-we-like-federal@perum.mil.id,Pontianak,1971-02-14,Wanita
486,"T. Embuh Damanik, S.Pt",2025-12-22,Hukum Pajak,(004) 159-2366,"Gang Soekarno Hatta No. 516, Serang, SS 69270",pengacara486_republican-begin@pt.web.id,Solok,1994-12-28,Wanita
487,Usyi Lestari,2025-06-18,Hukum Perdata,(0338) 955 7455,"Gang Rajawali Timur No. 058, Bima, Kalimantan Selatan 31427",pengacara487_yard-young-idea@ud.web.id,Binjai,1982-04-18,Laki-Laki
488,Syahrini Siregar,2025-07-16,Hukum Perdata,+62 (041) 272 0,"Gang Peta No. 27, Langsa, Gorontalo 12634",pengacara488_spring-mother-pm@pt.com,Bima,1983-06-02,Wanita
